level_0,level_1,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
CHEMBL3112376,10,,13902137.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3ccccc3o2)c(=O)c1C,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,,CHEMBL3145423,,CHEMBL3145423,,False,http://www.openphacts.org/units/Nanomolar,1965977.0,>,1.0,True,>,,IC50,nM,,10000.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,10.0
CHEMBL3112376,11,,13902138.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3ccccc3s2)c(=O)c1C,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,,CHEMBL3145422,,CHEMBL3145422,,False,http://www.openphacts.org/units/Nanomolar,1965976.0,>,1.0,True,>,,IC50,nM,,10000.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,10.0
CHEMBL3112376,12,,13902139.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2ccccc2)c(=O)c1C,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,,CHEMBL3145416,,CHEMBL3145416,,False,http://www.openphacts.org/units/Nanomolar,1965975.0,>,1.0,True,>,,IC50,nM,,10000.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,10.0
CHEMBL3112376,13,,13902172.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1CC(=O)O,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '17.72', 'le': '0.33', 'lle': '3.84', 'sei': '4.65'}",CHEMBL3145432,,CHEMBL3145432,4.82,False,http://www.openphacts.org/units/Nanomolar,1965987.0,=,1.0,True,=,,IC50,nM,,15000.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,15.0
CHEMBL3112376,14,,13902175.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)[nH]n1-c1nc2ccccc2[nH]1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '18.61', 'le': '0.33', 'lle': '2.43', 'sei': '7.74'}",CHEMBL3145067,,CHEMBL3145067,5.14,False,http://www.openphacts.org/units/Nanomolar,1965988.0,=,1.0,True,=,,IC50,nM,,7200.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,7.2
CHEMBL3112376,15,,13902177.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3c(C)cccc3[nH]2)c(=O)c1Cc1ccccc1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '16.42', 'le': '0.30', 'lle': '1.98', 'sei': '7.87'}",CHEMBL3145450,,CHEMBL3145450,5.23,False,http://www.openphacts.org/units/Nanomolar,1966012.0,=,1.0,True,=,,IC50,nM,,5900.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,5.9
CHEMBL3112376,16,,13902178.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]c(-n3nc(-c4ccccc4)c(-c4ccccc4)c3O)nc2c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '14.29', 'le': '0.26', 'lle': '0.14', 'sei': '7.85'}",CHEMBL3114991,,CHEMBL3114991,5.24,False,http://www.openphacts.org/units/Nanomolar,1965993.0,=,1.0,True,=,,IC50,nM,,5800.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,5.8
CHEMBL3112376,17,,13902179.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]c(-n3[nH]c(C)c(Cc4ccc(-c5ccccc5)cc4)c3=O)nc2c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '13.37', 'le': '0.24', 'lle': '0.36', 'sei': '7.94'}",CHEMBL3145415,,CHEMBL3145415,5.28,False,http://www.openphacts.org/units/Nanomolar,1966021.0,=,1.0,True,=,,IC50,nM,,5300.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,5.3
CHEMBL3112376,18,,13902180.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3cc(Cl)ccc3[nH]2)c(=O)c1Cc1ccccc1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '15.78', 'le': '0.30', 'lle': '1.76', 'sei': '8.04'}",CHEMBL3145445,,CHEMBL3145445,5.35,False,http://www.openphacts.org/units/Nanomolar,1966005.0,=,1.0,True,=,,IC50,nM,,4500.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,4.5
CHEMBL3112376,19,,13902181.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,COC(=O)Cc1c(C)[nH]n(-c2nc3ccccc3[nH]2)c1=O,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '18.75', 'le': '0.35', 'lle': '4.30', 'sei': '5.78'}",CHEMBL3145431,,CHEMBL3145431,5.37,False,http://www.openphacts.org/units/Nanomolar,1965986.0,=,1.0,True,=,,IC50,nM,,4300.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,4.3
CHEMBL3112376,20,,13902182.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1Cc1ccc(C(C)(C)C)cc1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '14.95', 'le': '0.27', 'lle': '1.15', 'sei': '8.10'}",CHEMBL3145444,,CHEMBL3145444,5.39,False,http://www.openphacts.org/units/Nanomolar,1966003.0,=,1.0,True,=,,IC50,nM,,4100.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,4.1
CHEMBL3112376,21,,13902183.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1C,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '23.65', 'le': '0.43', 'lle': '3.74', 'sei': '8.12'}",CHEMBL3145421,,CHEMBL3145421,5.40,False,http://www.openphacts.org/units/Nanomolar,1965974.0,=,1.0,True,=,,IC50,nM,,4000.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,4.0
CHEMBL3112376,22,,13902185.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]c(-n3[nH]c(C)c(Cc4ccc(C(C)(C)C)cc4)c3=O)nc2c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '14.50', 'le': '0.26', 'lle': '0.88', 'sei': '8.17'}",CHEMBL3145414,,CHEMBL3145414,5.43,False,http://www.openphacts.org/units/Nanomolar,1966020.0,=,1.0,True,=,,IC50,nM,,3700.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,3.7
CHEMBL3112376,23,,13902186.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1cc(=O)n(-c2nc3ccccc3[nH]2)[nH]1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '25.41', 'le': '0.46', 'lle': '4.09', 'sei': '8.19'}",CHEMBL3145417,,CHEMBL3145417,5.44,False,http://www.openphacts.org/units/Nanomolar,1965983.0,=,1.0,True,=,,IC50,nM,,3600.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,3.6
CHEMBL3112376,24,,13902187.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]c(-n3[nH]c(-c4ccccc4)c(C)c3=O)nc2c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '18.01', 'le': '0.33', 'lle': '2.15', 'sei': '8.25'}",CHEMBL3145435,,CHEMBL3145435,5.48,False,http://www.openphacts.org/units/Nanomolar,1965991.0,=,1.0,True,=,,IC50,nM,,3300.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,3.3
CHEMBL3112376,25,,13902188.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1Cc1ccc(Cl)c(Cl)c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '14.76', 'le': '0.30', 'lle': '1.26', 'sei': '8.29'}",CHEMBL3145439,,CHEMBL3145439,5.51,False,http://www.openphacts.org/units/Nanomolar,1965998.0,=,1.0,True,=,,IC50,nM,,3100.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,3.1
CHEMBL3112376,26,,13902190.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]c(-n3[nH]c(C)c(C)c3=O)nc2c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '23.05', 'le': '0.42', 'lle': '3.62', 'sei': '8.40'}",CHEMBL3145427,,CHEMBL3145427,5.58,False,http://www.openphacts.org/units/Nanomolar,1965981.0,=,1.0,True,=,,IC50,nM,,2600.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,2.6
CHEMBL3112376,27,,13902191.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2ccc3[nH]c(-n4[nH]c(C)c(Cc5ccccc5)c4=O)nc3c2)cc1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '14.39', 'le': '0.26', 'lle': '0.76', 'sei': '8.54'}",CHEMBL3145409,,CHEMBL3145409,5.68,False,http://www.openphacts.org/units/Nanomolar,1966011.0,=,1.0,True,=,,IC50,nM,,2100.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,2.1
CHEMBL3112376,28,,13902193.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Oc1c(-c2ccccc2)c(-c2ccccc2)nn1-c1nc2cc(Cl)ccc2[nH]1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '14.73', 'le': '0.28', 'lle': '0.26', 'sei': '8.54'}",CHEMBL3114990,,CHEMBL3114990,5.70,False,http://www.openphacts.org/units/Nanomolar,1965992.0,=,1.0,True,=,,IC50,nM,,2000.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,2.0
CHEMBL3112376,29,,13902194.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2ccccn2)c(=O)c1C(=O)Nc1ccccc1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '19.60', 'le': '0.36', 'lle': '3.65', 'sei': '7.23'}",CHEMBL3145246,,CHEMBL3145246,5.77,False,http://www.openphacts.org/units/Nanomolar,1965973.0,=,1.0,True,=,,IC50,nM,,1700.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,1.7
CHEMBL3112376,30,,13902195.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3cc(-c4ccc(Cl)cc4)ccc3[nH]2)c(=O)c1Cc1ccccc1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '14.04', 'le': '0.27', 'lle': '0.56', 'sei': '8.76'}",CHEMBL3145408,,CHEMBL3145408,5.82,False,http://www.openphacts.org/units/Nanomolar,1966010.0,=,1.0,True,=,,IC50,nM,,1500.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,1.5
CHEMBL3112376,31,,13902196.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]c(-n3[nH]c(C)c(Cc4ccccc4Cl)c3=O)nc2c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '17.12', 'le': '0.33', 'lle': '2.14', 'sei': '9.09'}",CHEMBL3145411,,CHEMBL3145411,6.04,False,http://www.openphacts.org/units/Nanomolar,1966017.0,=,1.0,True,=,,IC50,nM,,910.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,0.91
CHEMBL3112376,32,,13902197.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3cc(-c4ccccc4)ccc3[nH]2)c(=O)c1Cc1ccccc1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '16.01', 'le': '0.29', 'lle': '1.48', 'sei': '9.16'}",CHEMBL3145449,,CHEMBL3145449,6.09,False,http://www.openphacts.org/units/Nanomolar,1966009.0,=,1.0,True,=,,IC50,nM,,810.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,0.81
CHEMBL3112376,33,,13902198.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]c(-n3[nH]c(C)c(Cc4ccc(F)cc4)c3=O)nc2c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '18.16', 'le': '0.33', 'lle': '2.72', 'sei': '9.19'}",CHEMBL3145413,,CHEMBL3145413,6.11,False,http://www.openphacts.org/units/Nanomolar,1966019.0,=,1.0,True,=,,IC50,nM,,780.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,0.78
CHEMBL3112376,34,,13902199.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]c(-n3[nH]c(C)c(Cc4ccc(Cl)cc4)c3=O)nc2c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '17.36', 'le': '0.33', 'lle': '2.22', 'sei': '9.21'}",CHEMBL3145412,,CHEMBL3145412,6.12,False,http://www.openphacts.org/units/Nanomolar,1966018.0,=,1.0,True,=,,IC50,nM,,750.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,0.75
CHEMBL3112376,35,,13902200.0,[],CHEMBL3119218,Inhibition of demethylase activity of PCA-1 (unknown origin) using 3-methyl cytosine oligo DNA as substrate after 1 hr by RT-PCR analysis,B,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1Cc1ccc2ccccc2c1,,,CHEMBL3112445,Bioorg. Med. Chem. Lett.,2014,"{'bei': '17.28', 'le': '0.31', 'lle': '2.03', 'sei': '9.21'}",CHEMBL3145430,,CHEMBL3145430,6.12,False,http://www.openphacts.org/units/Nanomolar,1965985.0,=,1.0,True,=,,IC50,nM,,750.0,CHEMBL3112376,Homo sapiens,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,9606,,,IC50,uM,UO_0000065,,0.75
