target_pref_name,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,standard_value_transformed
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL3145447,Cc1[nH]n(-c2nc3cc(C(F)(F)F)ccc3[nH]2)c(=O)c1Cc1ccccc1,active,372.3500000000001,3.959920000000001,2.0,3.0,6.214670164989233
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL3145441,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1Cc1ccc(F)cc1,active,322.343,3.0802200000000015,2.0,3.0,6.221848749616356
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL3145451,Cc1ccc2[nH]c(-n3[nH]c(C)c(Cc4ccc(C(F)(F)F)cc4)c3=O)nc2c1,active,386.37700000000007,4.268340000000003,2.0,3.0,6.2441251443275085
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL3145440,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1Cc1ccc(C(F)(F)F)cc1,active,372.35,3.959920000000002,2.0,3.0,6.259637310505756
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL3145436,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1Cc1cccc(Cl)c1,active,338.798,3.594520000000002,2.0,3.0,6.267606240177032
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL3145446,Cc1[nH]n(-c2nc3cc(Br)ccc3[nH]2)c(=O)c1Cc1ccccc1,active,383.24900000000014,3.703620000000001,2.0,3.0,6.309803919971486
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL3145429,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1Cc1ccccc1,active,304.353,2.9411200000000015,2.0,3.0,6.318758762624412
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4241063,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)c3cc(-c4ccc(C)cc4)ccc3C2=O)cc1OC,inactive,492.57100000000025,6.851820000000007,0.0,5.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4242283,COc1cccc(C2=C(c3cccc(OC)c3)c3cc(-c4ccc(C)cc4)ccc3C2=O)c1,inactive,432.5190000000002,6.834620000000006,0.0,3.0,4.882728704344236
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4238139,COc1ccc(C2=C(c3ccc(OC)cc3)c3cc(-c4ccccc4)ccc3C2=O)cc1,inactive,418.49200000000013,6.5262000000000056,0.0,3.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4245395,O=C1C(c2ccccc2)=C(c2ccccc2)c2cc(-c3ccccc3)ccc21,inactive,358.44,6.509000000000005,0.0,1.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4248609,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)c3cc(-c4ccccc4)ccc3C2=O)cc1OC,inactive,478.5440000000002,6.543400000000006,0.0,5.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4241768,COc1cccc(C2=C(c3cccc(OC)c3)c3cc(-c4ccccc4)ccc3C2=O)c1,inactive,418.49200000000013,6.5262000000000056,0.0,3.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4246014,Cc1ccc2c(c1)C(c1ccc(Cl)c(Cl)c1)=C(c1ccc(Cl)c(Cl)c1)C2=O,inactive,434.14900000000017,7.764020000000003,0.0,1.0,4.490797477668897
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4247017,Cc1ccc(C2=C(c3ccc(C)cc3)c3cc(C)ccc3C2=O)cc1,inactive,324.42300000000006,5.767260000000006,0.0,1.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4243033,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)c3cc(C)ccc3C2=O)cc1OC,inactive,416.4730000000002,5.1848200000000055,0.0,5.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4249343,Cc1ccc2c(c1)C(c1ccccc1)=C(c1ccccc1)C2=O,inactive,296.3690000000001,5.150420000000004,0.0,1.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4239269,COc1ccc(C2=C(c3ccc(OC)cc3)c3cc(C)ccc3C2=O)cc1,inactive,356.4210000000001,5.167620000000004,0.0,3.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4246374,COc1cccc(C2=C(c3cccc(OC)c3)c3cc(C)ccc3C2=O)c1,inactive,356.4210000000001,5.167620000000005,0.0,3.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4246251,COc1ccc(C2=C(c3cc(OC)cc(OC)c3)C(=O)c3ccc(-c4ccc(C)cc4)cc32)cc1,inactive,462.5450000000002,6.843220000000007,0.0,4.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4242575,COc1ccc(C2=C(c3cc(OC)cc(OC)c3)C(=O)c3ccc(-c4ccccc4)cc32)cc1,inactive,448.51800000000014,6.534800000000006,0.0,4.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4246825,COc1ccc(C2=C(c3cc(OC)cc(OC)c3)C(=O)c3ccc(C)cc32)cc1,inactive,386.4470000000001,5.176220000000005,0.0,4.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4249595,COc1ccc(C2=C(c3cc(OC)cc(OC)c3)c3cc(C)ccc3C2=O)cc1,inactive,386.4470000000001,5.176220000000005,0.0,4.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4239759,COc1ccc(C2=C(Cl)C(=O)c3ccc(-c4ccc(C)cc4)cc32)cc1,intermediate,360.8400000000001,5.8651200000000046,0.0,2.0,5.008773924307505
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4247778,COc1ccc(C2=C(Cl)C(=O)c3ccc(-c4ccccc4)cc32)cc1,inactive,346.81300000000005,5.556700000000005,0.0,2.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4243556,COc1ccc(C2=C(Cl)C(=O)c3ccc(C)cc32)cc1,inactive,284.742,4.198120000000003,0.0,2.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4237310,Cc1ccc2c(c1)C(c1cccc3ccccc13)=C(Br)C2=O,inactive,349.22700000000003,5.498820000000003,0.0,1.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4247330,Cc1ccc(C2=C(Br)C(=O)c3ccc(C)cc32)cc1,inactive,313.1940000000001,4.654040000000004,0.0,1.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4241045,Cc1ccc2c(c1)C(c1ccccc1)=C(Br)C2=O,inactive,299.1670000000001,4.345620000000002,0.0,1.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4247120,COc1ccc(C2=C(Br)C(=O)c3ccc(C)cc32)cc1OC,inactive,359.2190000000001,4.362820000000004,0.0,3.0,4.301029995663981
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4244786,COc1ccc(C2=C(Br)C(=O)c3ccc(C)cc32)cc1,inactive,329.19300000000004,4.354220000000003,0.0,2.0,4.364817951343732
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CHEMBL4243364,COc1cc(OC)cc(C2=C(Br)C(=O)c3ccc(C)cc32)c1,inactive,359.2190000000001,4.362820000000004,0.0,3.0,4.301029995663981
L-type amino acid transporter 3,CHEMBL3959689,CC(=O)O[C@H]1CC[C@@H](C)[C@]23OC(C)(C)[C@H]([C@@H](OC(C)=O)[C@@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(C)=O,inactive,516.5870000000002,3.620700000000003,0.0,9.0,4.809668301829708
L-type amino acid transporter 3,CHEMBL3896908,CC(=O)OC[C@@]12[C@@H](OC(C)=O)CC[C@@H](C)[C@]13OC(C)(C)[C@H](C(=O)[C@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O,inactive,530.5700000000003,2.8013000000000003,0.0,10.0,3.8204482088348124
L-type amino acid transporter 3,CHEMBL3950967,CC(=O)OC[C@@]12[C@@H](OC(C)=O)CC[C@@H](C)[C@]13OC(C)(C)[C@H]([C@@H](O)[C@H]2OC(=O)c1ccccc1)[C@H]3OC(C)=O,inactive,532.5860000000002,2.5931000000000006,1.0,10.0,3.904830648568245
Prostate specific antigen,CHEMBL2011751,O=C(OCc1ccccc1)c1cccc(OC(=O)N2C(=O)[C@@H](Cc3ccc(O)cc3)[C@H]2C(=O)OCc2ccccc2)c1,active,565.5780000000003,5.061100000000004,1.0,8.0,6.645891560852599
Prostate specific antigen,CHEMBL286934,O=C(OCc1ccccc1)c1cccc(CC(=O)N2C(=O)[C@@H](Cc3ccc(O)cc3)[C@H]2C(=O)OCc2ccccc2)c1,active,563.6060000000003,4.631400000000004,1.0,7.0,6.645891560852599
Prostate specific antigen,CHEMBL446790,O=C1CC(c2ccc(O)c(O)c2)Oc2c1c(O)cc(O)c2[C@@H]1C(=O)c2c(O)cc(O)cc2O[C@H]1c1ccc(O)cc1,inactive,558.4950000000003,4.432500000000006,7.0,11.0,4.886056647693163
Breast cancer type 1 susceptibility protein,CHEMBL1784774,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(N)=O)[C@@H](C)O,intermediate,571.5240000000002,-2.330199999999993,7.0,8.0,5.337242168318426
Breast cancer type 1 susceptibility protein,CHEMBL1784771,CC(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(N)=O)[C@@H](C)O,inactive,533.5820000000002,-1.5746999999999924,6.0,7.0,3.6020599913279625
Breast cancer type 1 susceptibility protein,CHEMBL1784772,CC(=O)N[C@@H](CC(C(=O)O)C(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(N)=O)[C@@H](C)O,inactive,577.5910000000002,-2.263999999999992,7.0,8.0,4.277366077466188
Breast cancer type 1 susceptibility protein,CHEMBL1784773,CC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(N)=O)[C@@H](C)O)[C@@H](C)OP(=O)(O)O,inactive,585.5510000000004,-1.9416999999999942,7.0,8.0,3.6020599913279625
Breast cancer type 1 susceptibility protein,CHEMBL1784704,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(N)=O)[C@@H](C)O,inactive,545.4860000000003,-2.816499999999992,8.0,8.0,4.823908740944319
Breast cancer type 1 susceptibility protein,CHEMBL1784770,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,inactive,541.4980000000002,-1.6910999999999934,6.0,7.0,4.455931955649724
Breast cancer type 1 susceptibility protein,CHEMBL1784703,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(C)C,intermediate,569.5520000000001,-1.0549999999999942,6.0,7.0,5.494850021680094
Breast cancer type 1 susceptibility protein,CHEMBL1784775,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,inactive,557.4970000000002,-2.718699999999992,7.0,8.0,4.521433504406157
Breast cancer type 1 susceptibility protein,CHEMBL1784776,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](COP(=O)(O)O)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,intermediate,583.5790000000001,-0.6648999999999932,6.0,7.0,5.1487416512809245
Breast cancer type 1 susceptibility protein,CHEMBL1784777,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,inactive,583.5790000000002,-0.664899999999994,6.0,7.0,4.735182176990463
Breast cancer type 1 susceptibility protein,CHEMBL2369531,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(N)=O)[C@@H](C)O,inactive,621.5840000000002,-1.1769999999999943,7.0,8.0,4.752026733638194
Breast cancer type 1 susceptibility protein,CHEMBL2369532,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1cccc2ccccc12)C(N)=O)[C@@H](C)O,inactive,621.5840000000002,-1.1769999999999943,7.0,8.0,3.7652297048390837
Breast cancer type 1 susceptibility protein,CHEMBL1784779,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O,inactive,587.5230000000003,-2.6245999999999943,8.0,9.0,4.826813731587726
Breast cancer type 1 susceptibility protein,CHEMBL1784780,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,inactive,515.4600000000003,-2.1773999999999925,7.0,7.0,4.007004901568658
Breast cancer type 1 susceptibility protein,CHEMBL1784781,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(N)=O,inactive,567.5360000000003,-1.2047999999999932,5.0,7.0,3.6020599913279625
Breast cancer type 1 susceptibility protein,CHEMBL1784782,CC(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](COP(=O)(O)O)C(N)=O)[C@H](C)O,inactive,545.4860000000002,-2.8164999999999947,8.0,8.0,3.6020599913279625
Breast cancer type 1 susceptibility protein,CHEMBL1784783,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)COP(=O)(O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,inactive,529.4870000000002,-2.507599999999992,7.0,8.0,4.966576244513051
Breast cancer type 1 susceptibility protein,CHEMBL1784784,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](C)O,active,572.5080000000003,-1.7308999999999934,7.0,8.0,6.0
Breast cancer type 1 susceptibility protein,CHEMBL1784785,CC(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,intermediate,570.5360000000002,-0.45569999999999555,6.0,7.0,5.795880017344075
Serine/threonine-protein kinase TAO1,CHEMBL1270230,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,active,279.303,1.8197999999999999,3.0,4.0,6.376750709602099
Serine/threonine-protein kinase TAO1,CHEMBL2205766,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,inactive,346.4160000000001,1.4502999999999997,2.0,7.0,5.0
Serine/threonine-protein kinase TAO1,CHEMBL2333365,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,inactive,455.5110000000002,3.2166200000000025,1.0,6.0,5.0
Serine/threonine-protein kinase TAO1,CHEMBL3718164,O=C(CNC(=O)c1ccc(-n2ccnc2)cc1)NC1CCCc2ccccc21,active,374.44400000000024,2.7959000000000014,2.0,4.0,6.301029995663981
Serine/threonine-protein kinase TAO1,CHEMBL3718523,O=C(CNC(=O)c1ccc(-c2cnco2)cc1)NC1CCCc2ccccc21,active,375.4280000000002,3.265200000000002,2.0,4.0,7.301029995663981
Serine/threonine-protein kinase TAO1,CHEMBL3716575,O=C(CNC(=O)NCCc1ccc(-c2ccccc2)cc1)NC1CCCc2ccccc21,intermediate,427.54800000000023,4.3891000000000036,3.0,2.0,5.301029995663981
Serine/threonine-protein kinase TAO1,CHEMBL3717373,O=C(CNC(=O)Nc1ccc(-c2ccccc2)cc1)NC1CCCc2ccccc21,intermediate,399.4940000000002,4.668900000000004,3.0,2.0,5.301029995663981
Serine/threonine-protein kinase TAO1,CHEMBL3716192,CCc1ccc(-c2ccc(C(=O)NCC(=O)N[C@@H]3CCCc4ccccc43)cc2)cc1,intermediate,412.53300000000013,4.8396000000000035,2.0,2.0,5.301029995663981
