target_pref_name,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,standard_value_transformed
ATP-binding cassette sub-family G member 2,CHEMBL453516,COc1cc(NC(=O)c2cnc3ccccc3c2)cc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)c1,active,616.7180000000003,6.366000000000006,2.0,7.0,6.0101054362812265
ATP-binding cassette sub-family G member 2,CHEMBL506742,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(NC(=O)c4cnc5ccccc5c4)c(OC)c(OC)c3)cc1)CC2,active,646.744,6.374600000000006,2.0,8.0,6.066512712151295
ATP-binding cassette sub-family G member 2,CHEMBL446339,COc1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc2ccccc2c1,active,616.7180000000002,6.366000000000007,2.0,7.0,6.498940737782249
ATP-binding cassette sub-family G member 2,CHEMBL501349,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnccn1,active,595.6560000000002,4.385800000000003,2.0,9.0,6.199282921717615
ATP-binding cassette sub-family G member 2,CHEMBL457439,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc(C)cn1,active,609.6830000000001,4.694220000000004,2.0,9.0,6.2580609222708015
ATP-binding cassette sub-family G member 2,CHEMBL455275,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,active,644.7280000000002,6.144000000000006,2.0,8.0,6.747146969020107
ATP-binding cassette sub-family G member 2,CHEMBL506278,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc2ccccc2n1,active,645.7160000000001,5.539000000000005,2.0,9.0,6.73754891026957
ATP-binding cassette sub-family G member 2,CHEMBL502503,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,active,644.7280000000002,6.1440000000000055,2.0,8.0,7.221848749616356
ATP-binding cassette sub-family G member 2,CHEMBL453536,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc2ccccc2c1,active,644.7280000000002,6.144000000000006,2.0,8.0,6.924453038607469
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,active,646.7440000000001,6.374600000000006,2.0,8.0,6.03810452633215
ATP-binding cassette sub-family G member 2,CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,active,563.6540000000001,5.5602000000000045,2.0,6.0,6.6020599913279625
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.647817481888637
ATP-binding cassette sub-family G member 2,CHEMBL247473,COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC,active,595.6960000000004,5.826400000000006,2.0,7.0,6.031517051446065
ATP-binding cassette sub-family G member 2,CHEMBL595493,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2,active,580.6410000000001,5.717400000000005,2.0,7.0,6.161150909262744
ATP-binding cassette sub-family G member 2,CHEMBL594336,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1)CC2,active,595.6560000000001,6.109100000000005,3.0,7.0,6.267606240177032
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.638272163982407
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,active,646.7440000000001,6.374600000000006,2.0,8.0,6.167491087293763
ATP-binding cassette sub-family G member 2,CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,active,563.6540000000001,5.5602000000000045,2.0,6.0,6.3979400086720375
ATP-binding cassette sub-family G member 2,CHEMBL247473,COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC,active,595.6960000000004,5.826400000000006,2.0,7.0,6.0655015487564325
ATP-binding cassette sub-family G member 2,CHEMBL595493,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2,active,580.6410000000001,5.717400000000005,2.0,7.0,6.200659450546418
ATP-binding cassette sub-family G member 2,CHEMBL594336,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1)CC2,active,595.6560000000001,6.109100000000005,3.0,7.0,6.301029995663981
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,7.130768280269024
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,active,646.7440000000001,6.374600000000006,2.0,8.0,6.070581074285707
ATP-binding cassette sub-family G member 2,CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,active,563.6540000000001,5.5602000000000045,2.0,6.0,6.366531544420414
ATP-binding cassette sub-family G member 2,CHEMBL74898,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,active,344.3190000000001,2.897000000000001,2.0,7.0,6.337242168318426
ATP-binding cassette sub-family G member 2,CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,active,358.3460000000001,3.200000000000001,1.0,7.0,6.4089353929735005
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.6777807052660805
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,active,646.7440000000001,6.374600000000006,2.0,8.0,6.026872146400302
ATP-binding cassette sub-family G member 2,CHEMBL74898,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,active,344.3190000000001,2.897000000000001,2.0,7.0,6.167491087293763
ATP-binding cassette sub-family G member 2,CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,active,358.3460000000001,3.200000000000001,1.0,7.0,6.045757490560675
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.4089353929735005
ATP-binding cassette sub-family G member 2,CHEMBL410316,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,active,379.4600000000002,2.9417000000000018,1.0,3.0,6.096910013008056
ATP-binding cassette sub-family G member 2,CHEMBL1777831,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)C2,active,776.8870000000001,6.193800000000006,2.0,11.0,6.294136287716081
ATP-binding cassette sub-family G member 2,CHEMBL1779526,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,active,776.8870000000001,6.193800000000006,2.0,11.0,6.886056647693163
ATP-binding cassette sub-family G member 2,CHEMBL1779525,COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2,active,776.8870000000001,6.193800000000006,2.0,11.0,6.4089353929735005
ATP-binding cassette sub-family G member 2,CHEMBL1779524,COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,active,776.8870000000001,6.193800000000006,2.0,11.0,6.73754891026957
ATP-binding cassette sub-family G member 2,CHEMBL455275,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,active,644.7280000000002,6.144000000000006,2.0,8.0,6.764471553092451
ATP-binding cassette sub-family G member 2,CHEMBL502503,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,active,644.7280000000002,6.1440000000000055,2.0,8.0,7.229147988357855
ATP-binding cassette sub-family G member 2,CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,active,563.6540000000001,5.5602000000000045,2.0,6.0,6.896196279044043
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,active,646.7440000000001,6.374600000000006,2.0,8.0,6.279014255846261
ATP-binding cassette sub-family G member 2,CHEMBL573524,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,active,300.31000000000006,3.0111000000000017,2.0,5.0,6.031517051446065
ATP-binding cassette sub-family G member 2,CHEMBL243830,COc1cc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,active,344.3630000000001,3.322700000000002,1.0,6.0,6.1249387366083
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.481486060122113
ATP-binding cassette sub-family G member 2,CHEMBL573524,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,active,300.31000000000006,3.0111000000000017,2.0,5.0,6.070581074285707
ATP-binding cassette sub-family G member 2,CHEMBL243830,COc1cc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,active,344.3630000000001,3.322700000000002,1.0,6.0,6.275724130399211
ATP-binding cassette sub-family G member 2,CHEMBL1935218,COc1ccc(/C=C/C(=O)c2c(O)ccc3ccccc23)cc1OC,active,334.3710000000001,4.458700000000003,1.0,4.0,6.142667503568732
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.585026652029182
ATP-binding cassette sub-family G member 2,CHEMBL2011282,COc1ccc(CCNC(=O)c2cc(=O)c3c(OCc4ccccc4)cccc3o2)cc1OC,active,459.4980000000002,4.3617000000000035,1.0,6.0,6.769551078621726
ATP-binding cassette sub-family G member 2,CHEMBL2011286,COc1ccc(CCNC(=O)c2cc(=O)c3c(OCCc4ccc(OC)c(OC)c4)cccc3o2)cc1OC,active,533.5770000000003,4.421400000000004,1.0,8.0,6.327902142064283
ATP-binding cassette sub-family G member 2,CHEMBL2011287,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccccc5)cccc4o3)c2c1,active,468.5090000000002,4.834400000000003,2.0,5.0,6.7447274948966935
ATP-binding cassette sub-family G member 2,CHEMBL2011288,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,active,547.4050000000001,5.596900000000003,2.0,5.0,6.958607314841775
ATP-binding cassette sub-family G member 2,CHEMBL2011289,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(C)cc5)cccc4o3)c2c1,active,482.53600000000023,5.142820000000005,2.0,5.0,6.698970004336019
ATP-binding cassette sub-family G member 2,CHEMBL2011290,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCCc5ccccc5)cccc4o3)c2c1,active,482.53600000000023,4.876900000000004,2.0,5.0,6.795880017344075
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,7.301029995663981
ATP-binding cassette sub-family G member 2,CHEMBL260654,COc1cc(O)c(C(=O)/C=C/c2c(OC)cccc2OC)c(OC)c1,active,344.3630000000001,3.322700000000002,1.0,6.0,6.455931955649724
ATP-binding cassette sub-family G member 2,CHEMBL404782,COc1cc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc(OC)c1,active,344.3630000000001,3.322700000000002,1.0,6.0,6.769551078621726
ATP-binding cassette sub-family G member 2,CHEMBL406837,COc1cccc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)c1,active,314.33700000000005,3.3141000000000016,1.0,5.0,6.585026652029182
ATP-binding cassette sub-family G member 2,CHEMBL1834566,COc1cc(OC)c(/C=C/C(=O)c2cn(C)c3ccccc23)c(OC)c1,active,351.4020000000001,4.100200000000004,0.0,5.0,6.346787486224656
ATP-binding cassette sub-family G member 2,CHEMBL1834565,COc1cccc(OC)c1/C=C/C(=O)c1cn(C)c2ccccc12,active,321.37600000000003,4.091600000000003,0.0,4.0,6.568636235841013
ATP-binding cassette sub-family G member 2,CHEMBL1834568,COc1cc(OC)c(/C=C/C(=O)c2cn(C)c3ccc(OC)cc23)c(OC)c1,active,381.42800000000017,4.108800000000003,0.0,6.0,6.455931955649724
ATP-binding cassette sub-family G member 2,CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,active,421.4530000000002,1.8468000000000002,2.0,8.0,6.769551078621726
ATP-binding cassette sub-family G member 2,CHEMBL837,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,active,392.41100000000023,2.3476,2.0,7.0,6.7544873321858505
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,8.301029995663981
ATP-binding cassette sub-family G member 2,CHEMBL91867,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,active,381.23300000000006,4.0977000000000015,2.0,4.0,6.698970004336019
ATP-binding cassette sub-family G member 2,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,active,446.9100000000004,4.275600000000003,1.0,7.0,6.3979400086720375
ATP-binding cassette sub-family G member 2,CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,active,268.356,4.828600000000005,2.0,2.0,6.301029995663981
ATP-binding cassette sub-family G member 2,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,active,493.6150000000002,4.590320000000004,2.0,7.0,6.301029995663981
ATP-binding cassette sub-family G member 2,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,active,493.6150000000002,4.590320000000004,2.0,7.0,6.045757490560675
ATP-binding cassette sub-family G member 2,CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,active,268.356,4.828600000000005,2.0,2.0,6.301029995663981
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.6020599913279625
ATP-binding cassette sub-family G member 2,CHEMBL2158542,FC(F)(F)c1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,active,365.35800000000006,6.059200000000003,1.0,3.0,6.6020599913279625
ATP-binding cassette sub-family G member 2,CHEMBL2158558,N#Cc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,active,322.37100000000004,4.912080000000002,1.0,4.0,6.853871964321762
ATP-binding cassette sub-family G member 2,CHEMBL2158556,O=[N+]([O-])c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,active,342.35800000000006,4.9486000000000026,1.0,5.0,6.013228265733755
ATP-binding cassette sub-family G member 2,CHEMBL118812,O=[N+]([O-])c1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,active,342.35800000000006,4.948600000000003,1.0,5.0,6.886056647693163
ATP-binding cassette sub-family G member 2,CHEMBL2158554,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1OC,active,357.4130000000001,5.057600000000003,1.0,5.0,6.721246399047171
ATP-binding cassette sub-family G member 2,CHEMBL2158551,Brc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,active,376.25700000000006,5.802900000000004,1.0,3.0,6.2441251443275085
ATP-binding cassette sub-family G member 2,CHEMBL2331717,COC(=O)c1ccc(-c2ccc(CN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,active,587.6760000000003,6.516200000000007,1.0,7.0,6.0254883072626715
ATP-binding cassette sub-family G member 2,CHEMBL2331722,COCCOCCOCCOc1cc2c(cc1OCCOCCOCCOC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,active,851.9940000000001,6.615800000000008,1.0,13.0,6.0762380391713
ATP-binding cassette sub-family G member 2,CHEMBL2331715,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,active,733.8620000000002,6.608500000000007,1.0,10.0,6.119186407719209
ATP-binding cassette sub-family G member 2,CHEMBL410316,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,active,379.4600000000002,2.9417000000000018,1.0,3.0,6.13608262304214
ATP-binding cassette sub-family G member 2,CHEMBL2331726,COC(=O)c1ccc(-c2ccc(CN3CCc4ccccc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,active,527.6240000000001,6.499000000000006,1.0,5.0,6.193141970481182
ATP-binding cassette sub-family G member 2,CHEMBL2331721,COCCOCCOCCOc1cc2c(cc1OC)CCN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,active,719.8350000000002,6.566000000000007,1.0,10.0,6.228412519118745
ATP-binding cassette sub-family G member 2,CHEMBL2331716,COCCOCCOCCOc1cc2c(cc1OCCOCCOCCOC)CN(CCc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,active,866.0210000000002,6.658300000000008,1.0,13.0,6.2644011003018205
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,active,646.7440000000001,6.374600000000006,2.0,8.0,6.279014255846261
ATP-binding cassette sub-family G member 2,CHEMBL2331720,COCCOCCOCCOc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2,active,719.835,6.566000000000007,1.0,10.0,6.6252516539898965
ATP-binding cassette sub-family G member 2,CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,active,563.6540000000001,5.5602000000000045,2.0,6.0,6.896196279044043
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.931814138253839
ATP-binding cassette sub-family G member 2,CHEMBL502503,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,active,644.7280000000002,6.1440000000000055,2.0,8.0,7.187086643357144
ATP-binding cassette sub-family G member 2,CHEMBL19032,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,active,372.37300000000016,3.503000000000002,0.0,7.0,6.0851281824599495
ATP-binding cassette sub-family G member 2,CHEMBL2420087,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1OC,active,348.3540000000001,4.336000000000003,1.0,5.0,6.140261433802853
ATP-binding cassette sub-family G member 2,CHEMBL2420094,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1OC,active,332.35500000000013,4.630400000000003,0.0,4.0,6.229147988357855
ATP-binding cassette sub-family G member 2,CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,active,358.3460000000001,3.200000000000001,1.0,7.0,6.2441251443275085
ATP-binding cassette sub-family G member 2,CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,active,358.3460000000001,3.200000000000001,1.0,7.0,6.267606240177032
ATP-binding cassette sub-family G member 2,CHEMBL2420084,COc1cc(-c2cc(=O)c3ccc4ccccc4c3o2)ccc1F,active,320.319,4.760900000000002,0.0,3.0,6.282329496997738
ATP-binding cassette sub-family G member 2,CHEMBL2420091,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC,active,362.38100000000014,4.639000000000005,0.0,5.0,6.329754146925876
ATP-binding cassette sub-family G member 2,CHEMBL2420094,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1OC,active,332.35500000000013,4.630400000000003,0.0,4.0,6.33913452199613
ATP-binding cassette sub-family G member 2,CHEMBL2420084,COc1cc(-c2cc(=O)c3ccc4ccccc4c3o2)ccc1F,active,320.319,4.760900000000002,0.0,3.0,6.34008379993015
ATP-binding cassette sub-family G member 2,CHEMBL2420091,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC,active,362.38100000000014,4.639000000000005,0.0,5.0,6.370590400897281
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.450996737974212
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.667561540084395
ATP-binding cassette sub-family G member 2,CHEMBL92824,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,active,289.26000000000005,4.392200000000002,1.0,3.0,6.026872146400302
ATP-binding cassette sub-family G member 2,CHEMBL2333998,COc1cc2ncnc(Nc3cccc(C#N)c3)c2cc1OC,active,306.3250000000001,3.2622800000000014,1.0,6.0,6.031517051446065
